-46,39,10,70,12,45,1,-61,-28,21,-4,-55,51,-15,-57,33,-18,37,17,-3,9,-32,-43,15,27,34,54,4,-48,-21,14,23,-16,2,-45,31,-51,3,-10,-46,59,-59,-61,-59,-54,3,-7,-42,29,46,49,-58,16,50,43,30,6,16,17,30,45,-17,-45,35,-27,26,-51,-48,-57,22,37,-12,13,-41,-13,36,-38,32,45,-4,17,-29,25,-11,45,-58,14,-20,0,-47,53,8,19,16,-13,-55,14,-25,-54,-7,-5,10,32,-24,-50,-24,-43,-7,31,-17,7,-28,-20,21,-46,40,17,-37,48,28
-30,40,-51,15,-36,58,50,10,-35,-29,32,-10,23,54,34,61,-24,30,58,14,15,-46,41,52,3,-8,-55,58,-13,15,55,-22,-47,3,0,-12,42,-59,-57,24,-48,-36,15,9,52,-60,-55,-32,-13,-52,-29,34,-10,18,-5,2,-31,44,54,44,-14,-24,-58,-11,-36,27,-27,-41,-59,-24,-43,39,6,-55,7,-22,45,-47,-26,-48,-18,-18,44,8,52,36,45,-24,18,52,39,-18,22,39,38,26,-33,2,41,27,17,47,5,-3,53,40,10,-3,-67,62,-30,-29,-20,17,49,-42,-53,-20,21,29
-38,47,-14,21,-17,4,36,21,23,-62,31,-53,36,-54,-12,-18,-24,-63,7,-9,-55,8,-40,13,1,9,14,-60,-5,-43,-50,31,-41,55,-45,18,46,52,-40,9,-26,15,15,18,-41,43,5,3,-33,-17,-56,-4,-17,7,40,55,-33,-37,46,-2,32,-25,33,15,-6,-13,7,-46,41,30,-24,17,-31,-37,-15,-13,-4,-40,25,-33,8,-21,35,-19,-20,-56,33,-8,0,-41,-34,-31,21,20,20,-51,-33,50,-24,-27,3,-23,-48,13,23,14,37,16,3,30,38,-41,-52,15,-20,-20,-48,55,52,62
0,11,-45,-21,-68,2,-28,-39,-38,3,26,42,-51,-51,-70,15,-16,14,-91,30,-37,-55,2,-50,8,-50,-41,-22,-42,41,36,-23,-6,13,20,66,29,13,36,-61,-50,48,-51,-50,52,-10,0,-51,-29,29,28,24,-30,58,-46,61,25,71,-49,-3,32,8,-66,43,-22,42,-5,-50,32,45,27,-23,-24,73,-34,32,-1,6,-16,-50,-5,56,30,31,60,31,61,-40,25,-3,56,-53,1,-64,-32,6,-24,6,-34,44,-23,-59,-57,25,-62,42,39,41,-51,33,16,-27,-10,-34,43,35,-44,-27,-44,27
-24,-30,-5,-92,-48,43,18,-77,-70,-67,3,-37,30,15,-37,58,-8,-4,34,-44,-26,-3,-58,-22,-42,-57,24,-26,3,-85,-70,-56,51,35,42,15,-68,-11,-47,7,26,-80,40,36,-4,-36,39,-38,0,-42,-37,58,3,-10,48,12,-60,7,50,-90,-40,14,33,-24,-33,-8,57,14,10,-8,26,-17,61,-32,19,33,-17,5,59,28,-43,60,32,42,59,46,21,16,-20,-37,-21,-17,37,-29,-22,-36,-50,-19,-40,46,-6,-21,-52,-12,12,-23,-36,-26,-47,30,9,58,6,40,-44,44,-43,57,-48,49
27,-24,-46,38,-17,-49,-44,-35,-31,7,-41,-53,-69,-13,34,-52,39,-56,6,45,20,-34,20,-27,-3,7,-61,57,-37,16,-54,-28,27,34,-42,-59,-23,-28,45,-67,49,-27,-10,50,36,20,8,-6,-25,-17,11,-43,-52,39,-19,-40,53,37,-22,9,-28,-25,-8,34,8,-36,-60,-40,-31,61,-52,-20,35,-39,-44,-48,-8,-58,-44,1,-58,23,57,11,-52,12,31,59,-36,-63,-35,-56,15,1,-16,-20,-39,47,-20,-40,16,18,-27,35,-14,16,38,21,57,9,-9,3,-61,9,47,45,-1,35,-26,-6
-49,-51,14,-59,-53,-45,-35,-72,61,1,42,-57,-7,-62,22,-63,-58,-59,-31,-37,-15,22,1,25,-25,45,25,7,18,13,35,-49,-53,59,57,48,8,-18,49,-49,30,-66,-51,47,26,10,-40,22,21,-14,-8,44,26,57,45,-10,2,26,-53,-8,-35,-39,-27,19,-61,-24,59,-60,-47,-39,5,-63,43,30,43,-46,57,26,-36,-51,55,-56,-61,48,51,35,3,61,-37,-56,67,40,4,-47,1,-28,-48,-32,4,-45,-28,-36,3,37,-1,38,-10,-43,2,-50,-24,-9,5,6,-54,48,29,-22,-49,-13
-33,6,-53,-1,-13,10,20,-16,-16,-15,-16,5,59,-57,-15,-25,-33,26,42,-12,44,45,54,-5,-21,29,-34,44,-22,-45,-16,-37,-50,61,-17,-43,-9,26,-14,-37,36,33,-24,50,-22,18,-20,33,8,18,-62,58,13,17,-54,2,-34,-42,39,-1,15,9,55,58,50,-4,-61,-47,54,-8,1,-27,38,27,-36,-45,-45,10,-62,-50,7,-23,-47,-30,-9,6,8,-2,53,-34,6,10,-47,-12,2,-6,47,-39,-49,-66,44,49,61,-54,-45,-45,-9,23,-44,61,-41,29,-16,5,30,42,-38,58,13,-16
-25,-23,31,33,-8,-46,22,19,-48,30,33,6,-56,21,57,-2,56,-56,-51,40,-51,4,-32,39,40,-30,-64,-47,6,-57,47,58,-29,61,1,15,23,-25,7,46,31,42,-46,1,-1,-5,-42,-19,-29,-25,17,-9,69,-48,-38,75,5,-21,15,30,-63,-13,-40,-31,-24,38,41,8,-56,34,-1,10,12,54,61,8,43,-7,-2,54,57,20,-34,-24,25,-29,-20,-29,-53,-35,30,21,1,44,-24,-43,-44,42,48,-20,2,-24,30,-59,-52,-60,19,-64,-4,39,-74,-7,-11,-38,-9,21,18,34,-17,29
46,-19,35,70,35,0,85,-12,31,-45,-13,25,-44,43,44,51,3,-5,67,8,-18,35,8,29,-24,64,31,-34,-35,70,6,27,-10,49,-22,-11,14,47,12,-12,30,-23,-16,-15,-10,-55,63,19,-58,-27,46,7,-12,-23,19,63,11,39,51,-27,8,-23,29,29,-46,63,-50,47,24,-4,34,-23,-63,-53,63,-42,15,14,-7,58,14,38,17,-59,-27,16,30,-35,-84,26,-29,-8,36,48,48,5,-6,25,-3,8,18,-48,53,4,12,-7,30,-8,25,-20,35,71,1,27,-12,-8,4,50,14,32
